Episode,Timestep,Reward,Loss,WinRate,Epsilon
2303,48530,-21.00,9.886663,34.43,0.0100
2304,48548,-15.00,10.995962,34.42,0.0100
2305,48567,-19.00,10.367034,34.40,0.0100
2306,48595,66.00,10.556747,34.43,0.0100
2307,48620,-8.00,9.825046,34.42,0.0100
2308,48649,62.33,9.592232,34.45,0.0100
2309,48660,-24.00,9.546234,34.43,0.0100
2310,48666,-28.00,8.890288,34.42,0.0100
2311,48684,-21.00,11.987848,34.40,0.0100
2312,48693,-26.00,9.054731,34.39,0.0100
2313,48721,67.67,10.003629,34.41,0.0100
2314,48741,-17.00,10.355167,34.40,0.0100
2315,48764,-6.00,11.067270,34.38,0.0100
2316,48786,-5.00,10.663793,34.37,0.0100
2317,48809,-10.00,11.607099,34.35,0.0100
2318,48835,64.50,11.104326,34.38,0.0100
2319,48854,-19.00,9.246642,34.37,0.0100
2320,48886,65.50,10.144510,34.40,0.0100
2321,48902,-22.00,10.963340,34.38,0.0100
2322,48925,55.00,10.580898,34.41,0.0100
2323,48952,67.17,10.324498,34.44,0.0100
2324,48971,-19.00,10.468350,34.42,0.0100
2325,48994,63.83,10.916907,34.45,0.0100
2326,49016,-18.00,10.824070,34.44,0.0100
2327,49042,54.33,10.370768,34.46,0.0100
2328,49050,-27.00,9.981803,34.45,0.0100
2329,49070,-18.00,11.422191,34.44,0.0100
2330,49096,60.17,10.368300,34.46,0.0100
2331,49115,-21.00,9.233859,34.45,0.0100
2332,49138,65.00,9.900014,34.48,0.0100
2333,49158,-6.00,9.472223,34.46,0.0100
2334,49178,-18.00,10.765938,34.45,0.0100
2335,49204,60.50,10.225848,34.48,0.0100
2336,49226,-5.00,9.904860,34.46,0.0100
2337,49236,-23.00,9.128323,34.45,0.0100
2338,49245,-24.00,9.322176,34.43,0.0100
2339,49268,-15.00,9.488102,34.42,0.0100
2340,49286,-17.00,11.473217,34.40,0.0100
2341,49299,-26.00,10.834307,34.39,0.0100
2342,49316,-17.00,10.157174,34.37,0.0100
2343,49342,66.00,10.234151,34.40,0.0100
2344,49366,60.00,10.279828,34.43,0.0100
2345,49385,-6.00,11.222587,34.41,0.0100
2346,49404,-11.00,10.532600,34.40,0.0100
2347,49432,57.33,11.658122,34.43,0.0100
2348,49443,-20.00,9.990727,34.41,0.0100
2349,49471,59.33,10.024919,34.44,0.0100
2350,49493,-14.00,12.153047,34.43,0.0100
2351,49503,-27.00,12.396787,34.41,0.0100
2352,49525,62.67,12.533150,34.44,0.0100
2353,49549,62.00,10.188919,34.47,0.0100
2354,49576,59.67,11.521582,34.49,0.0100
2355,49604,-7.00,11.536300,34.48,0.0100
2356,49624,65.17,10.771383,34.51,0.0100
2357,49643,-15.00,10.808808,34.49,0.0100
2358,49664,-14.00,10.570375,34.48,0.0100
2359,49693,63.00,12.029161,34.51,0.0100
2360,49698,-29.00,8.889235,34.49,0.0100
2361,49729,60.00,10.613521,34.52,0.0100
2362,49752,-20.00,10.781743,34.50,0.0100
2363,49761,-24.00,10.458453,34.49,0.0100
2364,49789,61.67,11.001536,34.52,0.0100
2365,49809,-19.00,10.747555,34.50,0.0100
2366,49827,-19.00,10.689535,34.49,0.0100
2367,49852,63.33,11.011482,34.52,0.0100
2368,49879,60.50,10.958091,34.54,0.0100
2369,49890,-25.00,11.426921,34.53,0.0100
2370,49915,64.00,10.554046,34.56,0.0100
2371,49939,64.50,9.901588,34.58,0.0100
2372,49959,-21.00,10.467181,34.57,0.0100
2373,49977,-6.00,10.082155,34.56,0.0100
2374,49995,-17.00,9.758408,34.54,0.0100
2375,50010,-13.00,10.194073,34.53,0.0100
2376,50025,-19.00,10.079857,34.51,0.0100
2377,50056,58.50,10.421146,34.54,0.0100
2378,50075,-21.00,11.172497,34.52,0.0100
2379,50101,63.00,11.763908,34.55,0.0100
2380,50120,-8.00,10.669788,34.54,0.0100
2381,50155,69.17,10.871455,34.57,0.0100
2382,50177,-11.00,10.851378,34.55,0.0100
2383,50197,59.50,10.691016,34.58,0.0100
2384,50214,-22.00,10.459784,34.56,0.0100
2385,50236,66.17,10.289657,34.59,0.0100
2386,50250,-25.00,9.529436,34.58,0.0100
2387,50277,-7.00,10.242337,34.56,0.0100
2388,50299,58.33,11.064747,34.59,0.0100
2389,50313,-24.00,9.876432,34.58,0.0100
2390,50335,58.67,10.590141,34.60,0.0100
2391,50357,-9.00,9.902878,34.59,0.0100
2392,50382,-6.00,10.201545,34.57,0.0100
2393,50413,60.50,10.292636,34.60,0.0100
2394,50433,-19.00,9.728911,34.59,0.0100
2395,50467,61.83,9.608531,34.61,0.0100
2396,50494,64.83,10.997847,34.64,0.0100
2397,50511,-22.00,11.534763,34.63,0.0100
2398,50536,55.67,9.788498,34.65,0.0100
2399,50558,-20.00,10.552503,34.64,0.0100
2400,50580,-16.00,10.818711,34.62,0.0100
2401,50601,-7.00,10.753313,34.61,0.0100
2402,50613,-25.00,9.902791,34.60,0.0100
2403,50625,-14.00,10.591898,34.58,0.0100
2404,50647,66.50,11.481414,34.61,0.0100
2405,50666,-10.00,11.252620,34.59,0.0100
2406,50689,60.17,11.179569,34.62,0.0100
2407,50709,-17.00,10.517015,34.61,0.0100
2408,50742,-11.00,11.174273,34.59,0.0100
2409,50754,-23.00,12.064564,34.58,0.0100
2410,50772,-6.00,10.605084,34.56,0.0100
2411,50793,-16.00,10.168930,34.55,0.0100
2412,50808,-19.00,9.449245,34.54,0.0100
2413,50830,54.33,10.545756,34.56,0.0100
2414,50849,-21.00,10.637944,34.55,0.0100
2415,50878,65.50,11.605454,34.58,0.0100
2416,50883,-29.00,11.410772,34.56,0.0100
2417,50905,58.67,10.543917,34.59,0.0100
2418,50927,-16.00,10.762977,34.57,0.0100
2419,50956,67.67,10.590396,34.60,0.0100
2420,50977,63.00,10.660820,34.63,0.0100
2421,50988,-26.00,10.185210,34.61,0.0100
2422,51009,-16.00,9.793047,34.60,0.0100
2423,51040,66.33,11.666528,34.63,0.0100
2424,51065,-8.00,10.308276,34.61,0.0100
2425,51072,-25.00,10.621575,34.60,0.0100
2426,51100,62.00,11.666679,34.62,0.0100
2427,51126,-17.00,11.470927,34.61,0.0100
2428,51157,60.50,11.299015,34.64,0.0100
2429,51185,-9.00,11.251587,34.62,0.0100
2430,51205,58.50,10.723850,34.65,0.0100
2431,51225,-21.00,10.452459,34.64,0.0100
2432,51237,-17.00,11.772303,34.62,0.0100
2433,51255,-17.00,10.652405,34.61,0.0100
2434,51261,-28.00,12.589552,34.59,0.0100
2435,51285,-4.00,12.482983,34.58,0.0100
2436,51310,62.17,10.807281,34.61,0.0100
2437,51327,-22.00,10.830478,34.59,0.0100
2438,51351,-13.00,10.921943,34.58,0.0100
2439,51371,-20.00,11.382714,34.56,0.0100
2440,51390,-17.00,11.135272,34.55,0.0100
2441,51399,-24.00,10.526907,34.54,0.0100
2442,51427,60.17,11.384694,34.56,0.0100
2443,51441,-25.00,10.975412,34.55,0.0100
2444,51472,65.67,10.313534,34.57,0.0100
2445,51488,-11.00,11.862758,34.56,0.0100
2446,51509,-18.00,11.264133,34.55,0.0100
2447,51530,-9.00,11.322576,34.53,0.0100
2448,51548,-10.00,10.921408,34.52,0.0100
2449,51572,-10.00,10.722386,34.50,0.0100
2450,51588,-20.00,10.324511,34.49,0.0100
2451,51616,55.00,9.901464,34.52,0.0100
2452,51636,-21.00,10.163932,34.50,0.0100
2453,51661,59.17,11.254856,34.53,0.0100
2454,51678,-20.00,11.249982,34.52,0.0100
2455,51693,-13.00,10.994493,34.50,0.0100
2456,51715,59.50,11.109269,34.53,0.0100
2457,51735,-19.00,11.245781,34.51,0.0100
2458,51757,55.17,10.891456,34.54,0.0100
2459,51785,-5.00,10.899869,34.53,0.0100
2460,51801,-22.00,12.326422,34.51,0.0100
2461,51826,54.00,10.872907,34.54,0.0100
2462,51849,-18.00,11.819703,34.52,0.0100
2463,51874,66.17,10.352029,34.55,0.0100
2464,51897,-20.00,11.096083,34.54,0.0100
2465,51912,-24.00,11.930299,34.52,0.0100
2466,51933,-7.00,10.032701,34.51,0.0100
2467,51961,64.83,10.966743,34.54,0.0100
2468,51986,-15.00,11.173681,34.52,0.0100
2469,52013,-7.00,10.896475,34.51,0.0100
2470,52039,58.83,11.116688,34.53,0.0100
2471,52066,61.00,10.844981,34.56,0.0100
2472,52086,-19.00,11.348781,34.55,0.0100
2473,52108,63.50,11.243524,34.57,0.0100
2474,52127,-21.00,10.018439,34.56,0.0100
2475,52145,-15.00,11.851777,34.55,0.0100
2476,52169,-8.00,10.741647,34.53,0.0100
2477,52190,-9.00,10.881612,34.52,0.0100
2478,52213,66.83,10.803203,34.54,0.0100
2479,52240,63.00,10.612284,34.57,0.0100
2480,52256,-22.00,10.777345,34.56,0.0100
2481,52279,59.67,11.292622,34.58,0.0100
2482,52295,-22.00,11.222444,34.57,0.0100
2483,52316,-11.00,10.214613,34.55,0.0100
2484,52335,-23.00,11.443600,34.54,0.0100
2485,52366,69.33,11.697100,34.57,0.0100
2486,52386,-19.00,10.344297,34.55,0.0100
2487,52404,-21.00,10.476107,34.54,0.0100
2488,52416,-23.00,11.556975,34.53,0.0100
2489,52444,67.50,11.300718,34.55,0.0100
2490,52471,54.33,11.258493,34.58,0.0100
2491,52492,59.00,11.622007,34.60,0.0100
2492,52512,-21.00,11.878690,34.59,0.0100
2493,52540,65.00,11.573393,34.62,0.0100
2494,52556,-20.00,10.861382,34.60,0.0100
2495,52585,59.00,10.450021,34.63,0.0100
2496,52590,-29.00,9.070782,34.62,0.0100
2497,52621,65.00,10.503657,34.64,0.0100
2498,52637,-13.00,12.001704,34.63,0.0100
2499,52658,-20.00,11.024848,34.61,0.0100
2500,52684,65.83,10.874799,34.64,0.0100
2501,52711,67.17,11.707373,34.67,0.0100
2502,52744,63.33,10.467655,34.69,0.0100
2503,52766,-11.00,11.096963,34.68,0.0100
2504,52785,-19.00,12.298663,34.66,0.0100
2505,52816,64.33,11.286907,34.69,0.0100
2506,52835,-21.00,9.859237,34.68,0.0100
2507,52853,-15.00,10.913041,34.66,0.0100
2508,52866,-23.00,10.316180,34.65,0.0100
2509,52890,-19.00,11.625540,34.64,0.0100
2510,52915,55.00,10.495772,34.66,0.0100
2511,52935,-19.00,10.294704,34.65,0.0100
2512,52952,-15.00,10.834606,34.63,0.0100
2513,52973,-9.00,11.175188,34.62,0.0100
2514,52991,-19.00,11.112299,34.61,0.0100
2515,53004,-25.00,11.242630,34.59,0.0100
2516,53035,63.83,11.251464,34.62,0.0100
2517,53052,-22.00,10.326363,34.60,0.0100
2518,53074,53.50,10.301161,34.63,0.0100
2519,53088,-23.00,10.722885,34.62,0.0100
2520,53116,63.00,10.731585,34.64,0.0100
2521,53135,-21.00,11.149864,34.63,0.0100
2522,53156,-14.00,9.995957,34.62,0.0100
2523,53174,-19.00,10.788771,34.60,0.0100
2524,53195,-20.00,10.004113,34.59,0.0100
2525,53224,61.33,11.129580,34.61,0.0100
2526,53249,-8.00,10.424840,34.60,0.0100
2527,53267,-8.00,10.821547,34.59,0.0100
2528,53283,-23.00,11.247326,34.57,0.0100
2529,53305,55.67,10.908723,34.60,0.0100
2530,53321,-20.00,10.090886,34.58,0.0100
2531,53340,-17.00,9.486288,34.57,0.0100
2532,53362,66.00,10.270874,34.60,0.0100
2533,53373,-25.00,11.835449,34.58,0.0100
2534,53404,70.33,10.145565,34.61,0.0100
2535,53434,65.17,10.564508,34.64,0.0100
2536,53453,-17.00,10.748375,34.62,0.0100
2537,53474,-7.00,10.508517,34.61,0.0100
2538,53506,60.17,10.297008,34.63,0.0100
2539,53527,62.83,9.784943,34.66,0.0100
2540,53543,-22.00,10.905860,34.65,0.0100
2541,53572,67.17,10.751983,34.67,0.0100
2542,53592,-21.00,10.171644,34.66,0.0100
2543,53604,-25.00,10.628196,34.64,0.0100
2544,53619,-18.00,10.404809,34.63,0.0100
2545,53633,-24.00,9.875253,34.62,0.0100
2546,53651,-19.00,10.844572,34.60,0.0100
2547,53681,-8.00,9.190672,34.59,0.0100
2548,53694,-26.00,10.624050,34.58,0.0100
2549,53728,60.17,10.339473,34.60,0.0100
2550,53741,-21.00,10.964503,34.59,0.0100
2551,53766,-19.00,10.967464,34.57,0.0100
2552,53797,63.67,10.695549,34.60,0.0100
2553,53814,-10.00,10.743198,34.59,0.0100
2554,53826,-23.00,9.575367,34.57,0.0100
2555,53845,58.50,11.759155,34.60,0.0100
2556,53864,-10.00,10.515621,34.59,0.0100
2557,53890,60.17,10.526071,34.61,0.0100
2558,53915,-4.00,11.076533,34.60,0.0100
2559,53936,-16.00,10.854699,34.58,0.0100
2560,53955,-19.00,10.667634,34.57,0.0100
2561,53973,-19.00,10.066280,34.56,0.0100
2562,53999,-9.00,9.723824,34.54,0.0100
2563,54020,-9.00,11.001274,34.53,0.0100
2564,54039,-25.00,11.292237,34.52,0.0100
2565,54061,58.67,10.212680,34.54,0.0100
2566,54083,-14.00,9.962525,34.53,0.0100
2567,54106,61.00,11.210506,34.55,0.0100
2568,54117,-24.00,10.152779,34.54,0.0100
2569,54145,66.00,11.646522,34.57,0.0100
2570,54164,-21.00,12.284009,34.55,0.0100
2571,54189,-19.00,11.171097,34.54,0.0100
2572,54210,-7.00,11.897174,34.53,0.0100
2573,54228,-15.00,11.022311,34.51,0.0100
2574,54256,63.33,10.529817,34.54,0.0100
2575,54272,-20.00,10.913842,34.52,0.0100
2576,54291,-17.00,10.728001,34.51,0.0100
2577,54319,57.50,10.647141,34.54,0.0100
2578,54341,-18.00,11.288496,34.52,0.0100
2579,54364,64.50,12.865590,34.55,0.0100
2580,54380,-20.00,10.819379,34.53,0.0100
2581,54404,-6.00,10.428346,34.52,0.0100
2582,54425,-20.00,10.956043,34.51,0.0100
2583,54451,63.33,10.772179,34.53,0.0100
2584,54467,-18.00,10.049699,34.52,0.0100
2585,54489,-20.00,10.773671,34.51,0.0100
2586,54514,57.33,10.457667,34.53,0.0100
2587,54543,-18.00,11.033387,34.52,0.0100
2588,54568,58.67,11.356566,34.54,0.0100
2589,54585,-23.00,10.303420,34.53,0.0100
2590,54614,-6.00,10.169445,34.52,0.0100
2591,54621,-28.00,9.578518,34.50,0.0100
2592,54642,-10.00,10.065782,34.49,0.0100
2593,54662,-18.00,10.885357,34.48,0.0100
2594,54692,-6.00,11.843683,34.46,0.0100
2595,54716,-15.00,11.139853,34.45,0.0100
2596,54738,-16.00,11.667533,34.44,0.0100
2597,54769,61.33,10.419167,34.46,0.0100
2598,54791,-14.00,11.664589,34.45,0.0100
2599,54810,-17.00,10.395987,34.44,0.0100
2600,54843,-5.00,11.974042,34.42,0.0100
2601,54873,-2.00,9.869492,34.41,0.0100
2602,54885,-14.00,11.688846,34.40,0.0100
2603,54897,-25.00,10.508438,34.38,0.0100
2604,54906,-24.00,10.929876,34.37,0.0100
2605,54930,-6.00,12.402964,34.36,0.0100
2606,54958,64.50,11.990504,34.38,0.0100
2607,54980,-20.00,11.599307,34.37,0.0100
2608,54998,-8.00,9.907312,34.36,0.0100
2609,55022,-10.00,11.255385,34.34,0.0100
2610,55032,-23.00,9.929748,34.33,0.0100
2611,55060,55.67,10.722632,34.35,0.0100
2612,55087,59.83,10.771533,34.38,0.0100
2613,55114,60.00,10.774687,34.40,0.0100
2614,55137,-20.00,10.216067,34.39,0.0100
2615,55165,61.83,11.338877,34.42,0.0100
2616,55173,-25.00,10.944870,34.40,0.0100
2617,55194,-20.00,10.832297,34.39,0.0100
2618,55219,59.33,11.164800,34.42,0.0100
2619,55244,-10.00,10.814091,34.40,0.0100
2620,55268,-8.00,11.326670,34.39,0.0100
2621,55283,-20.00,9.880899,34.38,0.0100
2622,55296,-20.00,10.281810,34.36,0.0100
2623,55321,68.33,11.171545,34.39,0.0100
2624,55349,-5.00,10.648004,34.38,0.0100
2625,55368,-17.00,11.345217,34.36,0.0100
2626,55402,64.50,11.176120,34.39,0.0100
2627,55424,-16.00,11.221167,34.37,0.0100
2628,55433,-15.00,11.521738,34.36,0.0100
2629,55468,64.67,11.019070,34.39,0.0100
2630,55495,54.83,11.553668,34.41,0.0100
2631,55512,-22.00,11.150695,34.40,0.0100
2632,55533,-5.00,10.724740,34.38,0.0100
2633,55554,-14.00,11.638448,34.37,0.0100
2634,55582,65.50,11.013403,34.40,0.0100
2635,55590,-25.00,10.852047,34.38,0.0100
2636,55611,-20.00,11.787465,34.37,0.0100
2637,55635,-13.00,11.259890,34.36,0.0100
2638,55660,53.83,11.818434,34.38,0.0100
2639,55693,69.83,11.125394,34.41,0.0100
2640,55713,-17.00,11.553965,34.39,0.0100
2641,55723,55.17,12.702710,34.42,0.0100
2642,55759,64.00,10.596396,34.44,0.0100
2643,55764,-29.00,11.388204,34.43,0.0100
2644,55785,-20.00,11.237367,34.42,0.0100
2645,55810,61.17,11.605045,34.44,0.0100
2646,55823,-23.00,10.354627,34.43,0.0100
2647,55855,66.50,10.863486,34.45,0.0100
2648,55880,-10.00,10.971093,34.44,0.0100
2649,55904,-14.00,11.080705,34.43,0.0100
2650,55930,67.17,11.411027,34.45,0.0100
2651,55947,-22.00,10.884796,34.44,0.0100
2652,55980,-3.00,11.363046,34.43,0.0100
2653,55986,-28.00,10.258642,34.41,0.0100
2654,56014,59.17,11.505377,34.44,0.0100
2655,56022,-28.00,11.713916,34.43,0.0100
2656,56043,-5.00,11.012055,34.41,0.0100
2657,56062,63.50,10.816699,34.44,0.0100
2658,56085,-20.00,11.156858,34.42,0.0100
2659,56100,-24.00,11.998442,34.41,0.0100
2660,56122,53.33,11.783169,34.44,0.0100
2661,56145,-7.00,11.054823,34.42,0.0100
2662,56160,-16.00,10.070228,34.41,0.0100
2663,56185,64.67,11.053995,34.43,0.0100
2664,56193,-27.00,10.462923,34.42,0.0100
2665,56214,-18.00,10.791657,34.41,0.0100
2666,56242,53.83,11.587549,34.43,0.0100
2667,56261,-21.00,10.325647,34.42,0.0100
2668,56287,57.00,10.868810,34.45,0.0100
2669,56320,64.33,11.078688,34.47,0.0100
2670,56339,-21.00,11.040148,34.46,0.0100
2671,56343,-29.00,11.108623,34.44,0.0100
2672,56371,64.83,11.336467,34.47,0.0100
2673,56391,-19.00,11.166705,34.46,0.0100
2674,56410,56.33,10.970758,34.48,0.0100
2675,56430,-21.00,10.991735,34.47,0.0100
2676,56450,-20.00,12.189550,34.45,0.0100
2677,56468,-10.00,11.064893,34.44,0.0100
2678,56490,-8.00,12.283391,34.43,0.0100
2679,56521,64.67,12.312540,34.45,0.0100
2680,56543,-15.00,10.597716,34.44,0.0100
2681,56559,-20.00,12.259894,34.43,0.0100
2682,56568,-24.00,12.363781,34.41,0.0100
2683,56580,-14.00,12.085373,34.40,0.0100
2684,56598,-17.00,11.375597,34.39,0.0100
2685,56618,-18.00,11.851909,34.38,0.0100
2686,56637,-11.00,10.916468,34.36,0.0100
2687,56659,62.67,11.203159,34.39,0.0100
2688,56692,68.50,11.654329,34.41,0.0100
2689,56709,-20.00,12.062252,34.40,0.0100
2690,56731,61.83,12.176948,34.42,0.0100
2691,56742,-23.00,11.000670,34.41,0.0100
2692,56766,-10.00,11.160583,34.40,0.0100
2693,56785,63.33,10.818916,34.42,0.0100
2694,56812,64.67,9.820125,34.45,0.0100
2695,56840,-7.00,11.458551,34.43,0.0100
2696,56865,-8.00,11.519616,34.42,0.0100
2697,56895,-6.00,12.111726,34.41,0.0100
2698,56907,-16.00,11.056287,34.40,0.0100
2699,56930,-17.00,11.928491,34.38,0.0100
2700,56959,65.17,11.247091,34.41,0.0100
2701,56973,-21.00,12.043005,34.39,0.0100
2702,56998,59.67,10.941236,34.42,0.0100
2703,57009,-23.00,10.727306,34.41,0.0100
2704,57040,66.67,11.004397,34.43,0.0100
2705,57059,-21.00,10.777904,34.42,0.0100
2706,57085,65.17,11.940008,34.44,0.0100
2707,57113,-5.00,10.793915,34.43,0.0100
2708,57120,-28.00,12.306481,34.42,0.0100
2709,57143,-15.00,11.163369,34.40,0.0100
2710,57165,-7.00,10.307661,34.39,0.0100
2711,57187,54.67,10.229037,34.42,0.0100
2712,57201,-19.00,12.031390,34.40,0.0100
2713,57213,-23.00,12.096229,34.39,0.0100
2714,57238,58.67,11.855732,34.41,0.0100
2715,57246,-19.00,12.016632,34.40,0.0100
2716,57267,-20.00,11.549904,34.39,0.0100
2717,57292,58.67,11.779661,34.41,0.0100
2718,57319,59.00,11.340357,34.44,0.0100
2719,57340,64.50,12.670006,34.46,0.0100
2720,57360,-17.00,10.961894,34.45,0.0100
2721,57383,-23.00,11.597814,34.44,0.0100
2722,57401,-21.00,11.399013,34.42,0.0100
2723,57420,-17.00,12.347262,34.41,0.0100
2724,57441,-20.00,10.863193,34.40,0.0100
2725,57469,62.50,11.438454,34.42,0.0100
2726,57480,-26.00,10.234986,34.41,0.0100
2727,57505,61.83,10.741961,34.43,0.0100
2728,57527,-18.00,12.303517,34.42,0.0100
2729,57559,62.33,12.413182,34.44,0.0100
2730,57564,-29.00,10.557336,34.43,0.0100
2731,57592,53.67,10.916127,34.46,0.0100
2732,57609,-22.00,10.306538,34.44,0.0100
2733,57634,54.33,11.897700,34.47,0.0100
2734,57661,65.67,11.644712,34.49,0.0100
2735,57694,63.33,11.569455,34.52,0.0100
2736,57717,-7.00,11.788057,34.50,0.0100
2737,57743,-18.00,12.573067,34.49,0.0100
2738,57747,-29.00,11.802777,34.48,0.0100
2739,57759,-20.00,11.667635,34.47,0.0100
2740,57787,66.83,11.670661,34.49,0.0100
2741,57804,-21.00,11.192752,34.48,0.0100
2742,57813,-24.00,12.293845,34.46,0.0100
2743,57838,64.00,11.924620,34.49,0.0100
2744,57851,-23.00,10.693360,34.48,0.0100
2745,57883,63.17,12.148065,34.50,0.0100
2746,57911,-9.00,11.317849,34.49,0.0100
2747,57935,-10.00,11.442218,34.47,0.0100
2748,57953,-12.00,11.757077,34.46,0.0100
2749,57974,-9.00,10.663251,34.45,0.0100
2750,58001,-5.00,11.380816,34.44,0.0100
2751,58022,-18.00,11.768599,34.42,0.0100
2752,58041,-15.00,11.564494,34.41,0.0100
2753,58066,52.33,10.697097,34.44,0.0100
2754,58074,-28.00,9.661604,34.42,0.0100
2755,58096,65.17,11.672934,34.45,0.0100
2756,58119,-11.00,12.165283,34.43,0.0100
2757,58147,65.17,11.864524,34.46,0.0100
2758,58155,-27.00,10.840881,34.45,0.0100
2759,58176,-20.00,10.345613,34.43,0.0100
2760,58197,-20.00,12.773574,34.42,0.0100
2761,58225,65.17,11.685180,34.44,0.0100
2762,58255,57.67,11.055687,34.47,0.0100
2763,58277,-20.00,13.349345,34.46,0.0100
2764,58303,62.50,11.842830,34.48,0.0100
2765,58325,-14.00,11.014710,34.47,0.0100
2766,58351,64.67,10.739118,34.49,0.0100
2767,58371,-21.00,11.620847,34.48,0.0100
2768,58392,-5.00,10.240445,34.47,0.0100
2769,58414,62.00,10.860342,34.49,0.0100
2770,58436,-20.00,11.716270,34.48,0.0100
2771,58454,-21.00,10.501336,34.46,0.0100
2772,58467,-22.00,10.188091,34.45,0.0100
2773,58498,67.83,12.358461,34.48,0.0100
2774,58526,-7.00,12.182051,34.46,0.0100
2775,58549,53.67,11.087077,34.49,0.0100
2776,58582,64.50,11.454614,34.51,0.0100
2777,58602,-19.00,12.257768,34.50,0.0100
2778,58621,58.33,11.763652,34.52,0.0100
2779,58635,-24.00,11.421286,34.51,0.0100
2780,58660,67.67,12.249323,34.53,0.0100
2781,58680,-15.00,12.204025,34.52,0.0100
2782,58692,-26.00,12.284614,34.51,0.0100
2783,58713,-14.00,12.056324,34.50,0.0100
2784,58738,63.00,12.333363,34.52,0.0100
2785,58758,-21.00,11.372305,34.51,0.0100
2786,58783,61.33,11.554342,34.53,0.0100
2787,58808,-10.00,11.399946,34.52,0.0100
2788,58834,59.17,11.704126,34.54,0.0100
2789,58859,-8.00,10.937805,34.53,0.0100
2790,58881,-18.00,11.927252,34.52,0.0100
2791,58912,62.83,12.515605,34.54,0.0100
2792,58934,-18.00,11.004272,34.53,0.0100
2793,58956,-5.00,11.729733,34.51,0.0100
2794,58978,57.67,12.479132,34.54,0.0100
2795,58997,-21.00,10.493385,34.53,0.0100
2796,59020,50.17,12.208976,34.55,0.0100
2797,59037,-20.00,11.948855,34.54,0.0100
2798,59046,-27.00,11.586521,34.52,0.0100
2799,59066,-18.00,12.074321,34.51,0.0100
2800,59092,63.33,12.507684,34.54,0.0100
2801,59111,-19.00,10.922210,34.52,0.0100
2802,59137,60.17,12.311110,34.55,0.0100
2803,59160,-18.00,10.021930,34.53,0.0100
2804,59185,53.67,11.946741,34.56,0.0100
2805,59207,-11.00,11.595720,34.55,0.0100
2806,59236,64.67,11.325912,34.57,0.0100
2807,59247,-26.00,11.877538,34.56,0.0100
2808,59275,59.00,11.617285,34.58,0.0100
2809,59298,-20.00,13.007464,34.57,0.0100
2810,59318,-20.00,10.318259,34.56,0.0100
2811,59334,-23.00,10.759252,34.54,0.0100
2812,59362,61.33,13.110961,34.57,0.0100
2813,59389,65.00,11.127716,34.59,0.0100
2814,59416,64.50,11.893092,34.61,0.0100
2815,59436,-15.00,12.563247,34.60,0.0100
2816,59457,-18.00,11.078094,34.59,0.0100
2817,59487,-4.00,12.419371,34.58,0.0100
2818,59505,-21.00,10.817271,34.56,0.0100
2819,59533,65.17,12.299827,34.59,0.0100
2820,59558,-10.00,11.246774,34.57,0.0100
2821,59587,64.00,11.506033,34.60,0.0100
2822,59607,-17.00,11.391372,34.59,0.0100
2823,59628,-7.00,11.215264,34.57,0.0100
2824,59637,-27.00,10.162834,34.56,0.0100
2825,59664,-5.00,11.023568,34.55,0.0100
2826,59692,59.67,11.769408,34.57,0.0100
2827,59709,-18.00,11.119916,34.56,0.0100
2828,59730,-5.00,10.226361,34.55,0.0100
2829,59758,61.67,11.823117,34.57,0.0100
2830,59778,-21.00,11.402768,34.56,0.0100
2831,59806,62.50,12.309172,34.58,0.0100
2832,59833,62.17,11.881840,34.60,0.0100
2833,59853,-21.00,12.823931,34.59,0.0100
2834,59874,-20.00,11.558190,34.58,0.0100
2835,59883,-18.00,12.067452,34.57,0.0100
2836,59914,60.50,11.596795,34.59,0.0100
2837,59941,65.67,12.475387,34.61,0.0100
2838,59971,61.17,11.214015,34.64,0.0100
2839,59988,-22.00,11.857553,34.62,0.0100
2840,60013,52.83,11.939453,34.65,0.0100
2841,60037,61.50,10.886255,34.67,0.0100
2842,60048,-21.00,11.932529,34.66,0.0100
2843,60082,66.67,10.875146,34.68,0.0100
2844,60093,-24.00,11.475575,34.67,0.0100
2845,60111,-17.00,11.174671,34.66,0.0100
2846,60142,65.50,11.219343,34.68,0.0100
2847,60158,-9.00,11.291199,34.67,0.0100
2848,60190,66.33,11.560706,34.69,0.0100
2849,60215,-15.00,10.330756,34.68,0.0100
2850,60233,-19.00,12.758952,34.67,0.0100
2851,60263,-8.00,10.931898,34.65,0.0100
2852,60295,65.33,11.612694,34.68,0.0100
2853,60317,-20.00,11.450940,34.67,0.0100
2854,60338,-20.00,11.813337,34.65,0.0100
2855,60361,63.17,10.529350,34.68,0.0100
2856,60382,60.17,12.255814,34.70,0.0100
2857,60387,-29.00,11.751924,34.69,0.0100
2858,60405,-17.00,11.569800,34.67,0.0100
2859,60432,-9.00,11.880885,34.66,0.0100
2860,60444,-23.00,10.634375,34.65,0.0100
2861,60472,60.83,11.797153,34.67,0.0100
2862,60489,-20.00,11.663309,34.66,0.0100
2863,60516,-7.00,12.940734,34.65,0.0100
2864,60541,62.50,11.724039,34.67,0.0100
2865,60565,64.17,11.687863,34.69,0.0100
2866,60589,60.83,11.966079,34.72,0.0100
2867,60603,-20.00,12.269312,34.71,0.0100
2868,60637,65.67,11.375912,34.73,0.0100
2869,60645,-28.00,10.487122,34.72,0.0100
